x,Sinx,Cosx
489,0.777145961,-0.629320391
490,0.766044443,-0.64278761
491,0.75470958,-0.656059029
492,0.743144825,-0.669130606
493,0.731353702,-0.68199836
494,0.7193398,-0.69465837
495,0.707106781,-0.707106781
496,0.69465837,-0.7193398
497,0.68199836,-0.731353702
498,0.669130606,-0.743144825
499,0.656059029,-0.75470958
500,0.64278761,-0.766044443
501,0.629320391,-0.777145961
502,0.615661475,-0.788010754
503,0.601815023,-0.79863551
504,0.587785252,-0.809016994
505,0.573576436,-0.819152044
506,0.559192903,-0.829037573
507,0.544639035,-0.838670568
508,0.529919264,-0.848048096
509,0.515038075,-0.857167301
510,0.5,-0.866025404
511,0.48480962,-0.874619707
512,0.469471563,-0.882947593
513,0.4539905,-0.891006524
514,0.438371147,-0.898794046
515,0.422618262,-0.906307787
516,0.406736643,-0.913545458
517,0.390731128,-0.920504853
518,0.374606593,-0.927183855
519,0.35836795,-0.933580426
520,0.342020143,-0.939692621
521,0.325568154,-0.945518576
522,0.309016994,-0.951056516
523,0.292371705,-0.956304756
524,0.275637356,-0.961261696
525,0.258819045,-0.965925826
526,0.241921896,-0.970295726
527,0.224951054,-0.974370065
528,0.207911691,-0.978147601
529,0.190808995,-0.981627183
530,0.173648178,-0.984807753
531,0.156434465,-0.987688341
532,0.139173101,-0.990268069
533,0.121869343,-0.992546152
534,0.104528463,-0.994521895
535,0.087155743,-0.996194698
536,0.069756474,-0.99756405
537,0.052335956,-0.998629535
538,0.034899497,-0.999390827
539,0.017452406,-0.999847695
540,3.68E-16,-1
541,-0.017452406,-0.999847695
542,-0.034899497,-0.999390827
543,-0.052335956,-0.998629535
544,-0.069756474,-0.99756405
545,-0.087155743,-0.996194698
546,-0.104528463,-0.994521895
547,-0.121869343,-0.992546152
548,-0.139173101,-0.990268069
549,-0.156434465,-0.987688341
550,-0.173648178,-0.984807753
551,-0.190808995,-0.981627183
552,-0.207911691,-0.978147601
553,-0.224951054,-0.974370065
554,-0.241921896,-0.970295726
555,-0.258819045,-0.965925826
556,-0.275637356,-0.961261696
557,-0.292371705,-0.956304756
558,-0.309016994,-0.951056516
559,-0.325568154,-0.945518576
560,-0.342020143,-0.939692621
561,-0.35836795,-0.933580426
562,-0.374606593,-0.927183855
563,-0.390731128,-0.920504853
564,-0.406736643,-0.913545458
565,-0.422618262,-0.906307787
566,-0.438371147,-0.898794046
567,-0.4539905,-0.891006524
568,-0.469471563,-0.882947593
569,-0.48480962,-0.874619707
570,-0.5,-0.866025404
571,-0.515038075,-0.857167301
572,-0.529919264,-0.848048096
573,-0.544639035,-0.838670568
574,-0.559192903,-0.829037573
575,-0.573576436,-0.819152044
576,-0.587785252,-0.809016994
577,-0.601815023,-0.79863551
578,-0.615661475,-0.788010754
579,-0.629320391,-0.777145961
580,-0.64278761,-0.766044443
581,-0.656059029,-0.75470958
582,-0.669130606,-0.743144825
583,-0.68199836,-0.731353702
584,-0.69465837,-0.7193398
585,-0.707106781,-0.707106781
586,-0.7193398,-0.69465837
587,-0.731353702,-0.68199836
588,-0.743144825,-0.669130606
589,-0.75470958,-0.656059029
590,-0.766044443,-0.64278761
591,-0.777145961,-0.629320391
592,-0.788010754,-0.615661475
593,-0.79863551,-0.601815023
594,-0.809016994,-0.587785252
595,-0.819152044,-0.573576436
596,-0.829037573,-0.559192903
597,-0.838670568,-0.544639035
598,-0.848048096,-0.529919264
599,-0.857167301,-0.515038075
600,-0.866025404,-0.5
601,-0.874619707,-0.48480962
602,-0.882947593,-0.469471563
603,-0.891006524,-0.4539905
604,-0.898794046,-0.438371147
605,-0.906307787,-0.422618262
606,-0.913545458,-0.406736643
607,-0.920504853,-0.390731128
608,-0.927183855,-0.374606593
609,-0.933580426,-0.35836795
610,-0.939692621,-0.342020143
611,-0.945518576,-0.325568154
612,-0.951056516,-0.309016994
613,-0.956304756,-0.292371705
614,-0.961261696,-0.275637356
615,-0.965925826,-0.258819045
616,-0.970295726,-0.241921896
617,-0.974370065,-0.224951054
618,-0.978147601,-0.207911691
619,-0.981627183,-0.190808995
620,-0.984807753,-0.173648178
621,-0.987688341,-0.156434465
622,-0.990268069,-0.139173101
623,-0.992546152,-0.121869343
624,-0.994521895,-0.104528463
625,-0.996194698,-0.087155743
626,-0.99756405,-0.069756474
627,-0.998629535,-0.052335956
628,-0.999390827,-0.034899497
629,-0.999847695,-0.017452406
630,-1,-4.28802E-16
631,-0.999847695,0.017452406
632,-0.999390827,0.034899497
633,-0.998629535,0.052335956
634,-0.99756405,0.069756474
635,-0.996194698,0.087155743
636,-0.994521895,0.104528463
637,-0.992546152,0.121869343
638,-0.990268069,0.139173101
639,-0.987688341,0.156434465
640,-0.984807753,0.173648178
641,-0.981627183,0.190808995
642,-0.978147601,0.207911691
643,-0.974370065,0.224951054
644,-0.970295726,0.241921896
645,-0.965925826,0.258819045
646,-0.961261696,0.275637356
647,-0.956304756,0.292371705
648,-0.951056516,0.309016994
649,-0.945518576,0.325568154
650,-0.939692621,0.342020143
651,-0.933580426,0.35836795
652,-0.927183855,0.374606593
653,-0.920504853,0.390731128
654,-0.913545458,0.406736643
655,-0.906307787,0.422618262
656,-0.898794046,0.438371147
657,-0.891006524,0.4539905
658,-0.882947593,0.469471563
659,-0.874619707,0.48480962
660,-0.866025404,0.5
661,-0.857167301,0.515038075
662,-0.848048096,0.529919264
663,-0.838670568,0.544639035
664,-0.829037573,0.559192903
665,-0.819152044,0.573576436
666,-0.809016994,0.587785252
667,-0.79863551,0.601815023
668,-0.788010754,0.615661475
669,-0.777145961,0.629320391
670,-0.766044443,0.64278761
671,-0.75470958,0.656059029
672,-0.743144825,0.669130606
673,-0.731353702,0.68199836
674,-0.7193398,0.69465837
675,-0.707106781,0.707106781
676,-0.69465837,0.7193398
677,-0.68199836,0.731353702
678,-0.669130606,0.743144825
679,-0.656059029,0.75470958
680,-0.64278761,0.766044443
681,-0.629320391,0.777145961
682,-0.615661475,0.788010754
683,-0.601815023,0.79863551
684,-0.587785252,0.809016994
685,-0.573576436,0.819152044
686,-0.559192903,0.829037573
687,-0.544639035,0.838670568
688,-0.529919264,0.848048096
689,-0.515038075,0.857167301
690,-0.5,0.866025404
691,-0.48480962,0.874619707
692,-0.469471563,0.882947593
693,-0.4539905,0.891006524
694,-0.438371147,0.898794046
695,-0.422618262,0.906307787
696,-0.406736643,0.913545458
697,-0.390731128,0.920504853
698,-0.374606593,0.927183855
699,-0.35836795,0.933580426
700,-0.342020143,0.939692621
701,-0.325568154,0.945518576
702,-0.309016994,0.951056516
703,-0.292371705,0.956304756
704,-0.275637356,0.961261696
705,-0.258819045,0.965925826
706,-0.241921896,0.970295726
707,-0.224951054,0.974370065
708,-0.207911691,0.978147601
709,-0.190808995,0.981627183
710,-0.173648178,0.984807753
711,-0.156434465,0.987688341
712,-0.139173101,0.990268069
713,-0.121869343,0.992546152
714,-0.104528463,0.994521895
715,-0.087155743,0.996194698
716,-0.069756474,0.99756405
717,-0.052335956,0.998629535
718,-0.034899497,0.999390827
719,-0.017452406,0.999847695
720,-4.90E-16,1
721,0.017452406,0.999847695
722,0.034899497,0.999390827
723,0.052335956,0.998629535
724,0.069756474,0.99756405
725,0.087155743,0.996194698
726,0.104528463,0.994521895
727,0.121869343,0.992546152
728,0.139173101,0.990268069
729,0.156434465,0.987688341
730,0.173648178,0.984807753
731,0.190808995,0.981627183
732,0.207911691,0.978147601
733,0.224951054,0.974370065
734,0.241921896,0.970295726
735,0.258819045,0.965925826
736,0.275637356,0.961261696
737,0.292371705,0.956304756
738,0.309016994,0.951056516
739,0.325568154,0.945518576
740,0.342020143,0.939692621
741,0.35836795,0.933580426
742,0.374606593,0.927183855
743,0.390731128,0.920504853
744,0.406736643,0.913545458
745,0.422618262,0.906307787
746,0.438371147,0.898794046
747,0.4539905,0.891006524
748,0.469471563,0.882947593
749,0.48480962,0.874619707
750,0.5,0.866025404
751,0.515038075,0.857167301
752,0.529919264,0.848048096
753,0.544639035,0.838670568
754,0.559192903,0.829037573
755,0.573576436,0.819152044
756,0.587785252,0.809016994
757,0.601815023,0.79863551
758,0.615661475,0.788010754
759,0.629320391,0.777145961
760,0.64278761,0.766044443
761,0.656059029,0.75470958
762,0.669130606,0.743144825
763,0.68199836,0.731353702
764,0.69465837,0.7193398
765,0.707106781,0.707106781
766,0.7193398,0.69465837
767,0.731353702,0.68199836
768,0.743144825,0.669130606
769,0.75470958,0.656059029
770,0.766044443,0.64278761
771,0.777145961,0.629320391
772,0.788010754,0.615661475
773,0.79863551,0.601815023
774,0.809016994,0.587785252
775,0.819152044,0.573576436
776,0.829037573,0.559192903
777,0.838670568,0.544639035
778,0.848048096,0.529919264
779,0.857167301,0.515038075
780,0.866025404,0.5
781,0.874619707,0.48480962
782,0.882947593,0.469471563
783,0.891006524,0.4539905
784,0.898794046,0.438371147
785,0.906307787,0.422618262
786,0.913545458,0.406736643
787,0.920504853,0.390731128
788,0.927183855,0.374606593
789,0.933580426,0.35836795
790,0.939692621,0.342020143
791,0.945518576,0.325568154
792,0.951056516,0.309016994
793,0.956304756,0.292371705
794,0.961261696,0.275637356
795,0.965925826,0.258819045
796,0.970295726,0.241921896
797,0.974370065,0.224951054
798,0.978147601,0.207911691
799,0.981627183,0.190808995
800,0.984807753,0.173648178
801,0.987688341,0.156434465
802,0.990268069,0.139173101
803,0.992546152,0.121869343
804,0.994521895,0.104528463
805,0.996194698,0.087155743
806,0.99756405,0.069756474
807,0.998629535,0.052335956
808,0.999390827,0.034899497
809,0.999847695,0.017452406
810,1,5.51317E-16
811,0.999847695,-0.017452406
812,0.999390827,-0.034899497
813,0.998629535,-0.052335956
814,0.99756405,-0.069756474
815,0.996194698,-0.087155743
816,0.994521895,-0.104528463
817,0.992546152,-0.121869343
818,0.990268069,-0.139173101
819,0.987688341,-0.156434465
820,0.984807753,-0.173648178
821,0.981627183,-0.190808995
822,0.978147601,-0.207911691
823,0.974370065,-0.224951054
824,0.970295726,-0.241921896
825,0.965925826,-0.258819045
826,0.961261696,-0.275637356
827,0.956304756,-0.292371705
828,0.951056516,-0.309016994
829,0.945518576,-0.325568154
830,0.939692621,-0.342020143
831,0.933580426,-0.35836795
832,0.927183855,-0.374606593
833,0.920504853,-0.390731128
834,0.913545458,-0.406736643
835,0.906307787,-0.422618262
836,0.898794046,-0.438371147
837,0.891006524,-0.4539905
838,0.882947593,-0.469471563
839,0.874619707,-0.48480962
840,0.866025404,-0.5
841,0.857167301,-0.515038075
842,0.848048096,-0.529919264
843,0.838670568,-0.544639035
844,0.829037573,-0.559192903
845,0.819152044,-0.573576436
846,0.809016994,-0.587785252
847,0.79863551,-0.601815023
848,0.788010754,-0.615661475
849,0.777145961,-0.629320391
850,0.766044443,-0.64278761
851,0.75470958,-0.656059029
852,0.743144825,-0.669130606
853,0.731353702,-0.68199836
854,0.7193398,-0.69465837
855,0.707106781,-0.707106781
856,0.69465837,-0.7193398
857,0.68199836,-0.731353702
858,0.669130606,-0.743144825
859,0.656059029,-0.75470958
860,0.64278761,-0.766044443
861,0.629320391,-0.777145961
862,0.615661475,-0.788010754
863,0.601815023,-0.79863551
864,0.587785252,-0.809016994
865,0.573576436,-0.819152044
866,0.559192903,-0.829037573
867,0.544639035,-0.838670568
868,0.529919264,-0.848048096
869,0.515038075,-0.857167301
870,0.5,-0.866025404
871,0.48480962,-0.874619707
872,0.469471563,-0.882947593
873,0.4539905,-0.891006524
874,0.438371147,-0.898794046
875,0.422618262,-0.906307787
876,0.406736643,-0.913545458
877,0.390731128,-0.920504853
878,0.374606593,-0.927183855
879,0.35836795,-0.933580426
880,0.342020143,-0.939692621
881,0.325568154,-0.945518576
882,0.309016994,-0.951056516
883,0.292371705,-0.956304756
884,0.275637356,-0.961261696
885,0.258819045,-0.965925826
886,0.241921896,-0.970295726
887,0.224951054,-0.974370065
888,0.207911691,-0.978147601
889,0.190808995,-0.981627183
890,0.173648178,-0.984807753
891,0.156434465,-0.987688341
892,0.139173101,-0.990268069
893,0.121869343,-0.992546152
894,0.104528463,-0.994521895
895,0.087155743,-0.996194698
896,0.069756474,-0.99756405
897,0.052335956,-0.998629535
898,0.034899497,-0.999390827
899,0.017452406,-0.999847695
900,6.13E-16,-1
901,-0.017452406,-0.999847695
902,-0.034899497,-0.999390827
903,-0.052335956,-0.998629535
904,-0.069756474,-0.99756405
905,-0.087155743,-0.996194698
906,-0.104528463,-0.994521895
907,-0.121869343,-0.992546152
908,-0.139173101,-0.990268069
909,-0.156434465,-0.987688341
910,-0.173648178,-0.984807753
911,-0.190808995,-0.981627183
912,-0.207911691,-0.978147601
913,-0.224951054,-0.974370065
914,-0.241921896,-0.970295726
915,-0.258819045,-0.965925826
916,-0.275637356,-0.961261696
917,-0.292371705,-0.956304756
918,-0.309016994,-0.951056516
919,-0.325568154,-0.945518576
920,-0.342020143,-0.939692621
921,-0.35836795,-0.933580426
922,-0.374606593,-0.927183855
923,-0.390731128,-0.920504853
924,-0.406736643,-0.913545458
925,-0.422618262,-0.906307787
926,-0.438371147,-0.898794046
927,-0.4539905,-0.891006524
928,-0.469471563,-0.882947593
929,-0.48480962,-0.874619707
930,-0.5,-0.866025404
931,-0.515038075,-0.857167301
932,-0.529919264,-0.848048096
933,-0.544639035,-0.838670568
934,-0.559192903,-0.829037573
935,-0.573576436,-0.819152044
936,-0.587785252,-0.809016994
937,-0.601815023,-0.79863551
938,-0.615661475,-0.788010754
939,-0.629320391,-0.777145961
